timestamp,season,hour,time_step_hours,cloud_cover,cos_zenith,irradiance_wm2,ambient_temp_c,wind_speed_ms,pv_generation_kw,building_load_kw,grid_power_kw,grid_energy_kwh,tou_rate_thb,cost_thb
2026-04-23 06:30:00,summer,6.5,0.25,0.237,0.1073,47.6,29.2,1.31,0.233,1.039,0.806,0.201,2.6,0.524
2026-04-23 06:45:00,summer,6.75,0.25,0.203,0.1692,100.9,30.5,2.61,0.489,1.137,0.648,0.162,2.6,0.421
2026-04-23 07:00:00,summer,7.0,0.25,0.169,0.2305,161.0,30.6,2.26,0.774,1.241,0.467,0.117,2.6,0.304
2026-04-23 07:15:00,summer,7.25,0.25,0.099,0.2911,232.3,31.4,2.25,1.105,1.323,0.218,0.054,2.6,0.142
2026-04-23 07:30:00,summer,7.5,0.25,0.182,0.3506,273.5,32.1,2.36,1.292,1.424,0.132,0.033,2.6,0.086
2026-04-23 07:45:00,summer,7.75,0.25,0.142,0.4089,341.8,32.6,1.52,1.591,1.502,0.0,0.0,2.6,0.0
2026-04-23 08:00:00,summer,8.0,0.25,0.146,0.4656,397.1,33.2,1.7,1.835,1.569,0.0,0.0,2.6,0.0
2026-04-23 08:15:00,summer,8.25,0.25,0.176,0.5205,439.2,34.5,2.77,2.025,1.592,0.0,0.0,2.6,0.0
2026-04-23 08:30:00,summer,8.5,0.25,0.226,0.5734,466.1,34.0,2.29,2.14,1.638,0.0,0.0,2.6,0.0
2026-04-23 08:45:00,summer,8.75,0.25,0.213,0.6241,519.4,35.2,1.51,2.338,1.641,0.0,0.0,2.6,0.0
2026-04-23 09:00:00,summer,9.0,0.25,0.212,0.6724,564.9,35.1,1.96,2.545,1.62,0.0,0.0,4.18,0.0
2026-04-23 09:15:00,summer,9.25,0.25,0.06,0.7179,703.7,36.7,2.05,3.1,1.568,0.0,0.0,4.18,0.0
2026-04-23 09:30:00,summer,9.5,0.25,0.003,0.7606,788.1,37.2,1.3,3.382,1.525,0.0,0.0,4.18,0.0
2026-04-23 09:45:00,summer,9.75,0.25,0.024,0.8003,819.6,37.8,2.08,3.546,1.452,0.0,0.0,4.18,0.0
2026-04-23 10:00:00,summer,10.0,0.25,0.022,0.8368,862.4,38.5,1.31,3.641,1.378,0.0,0.0,4.18,0.0
2026-04-23 10:15:00,summer,10.25,0.25,0.176,0.8699,777.8,38.5,2.76,3.403,1.299,0.0,0.0,4.18,0.0
2026-04-23 10:30:00,summer,10.5,0.25,0.144,0.8994,833.1,39.1,1.34,3.525,1.203,0.0,0.0,4.18,0.0
2026-04-23 10:45:00,summer,10.75,0.25,0.207,0.9254,804.6,39.4,1.89,3.45,1.1,0.0,0.0,4.18,0.0
2026-04-23 11:00:00,summer,11.0,0.25,0.205,0.9476,826.7,39.8,2.19,3.547,1.024,0.0,0.0,4.18,0.0
2026-04-23 11:15:00,summer,11.25,0.25,0.094,0.9659,944.8,40.3,1.97,3.971,0.902,0.0,0.0,4.18,0.0
2026-04-23 11:30:00,summer,11.5,0.25,0.121,0.9804,935.3,41.1,1.85,3.911,0.819,0.0,0.0,4.18,0.0
2026-04-23 11:45:00,summer,11.75,0.25,0.162,0.9908,907.4,41.1,2.57,3.859,0.745,0.0,0.0,4.18,0.0
2026-04-23 12:00:00,summer,12.0,0.25,0.301,0.9973,781.2,40.7,1.83,3.336,0.647,0.0,0.0,4.18,0.0
2026-04-23 12:15:00,summer,12.25,0.25,0.234,0.9996,848.2,40.9,1.44,3.558,0.582,0.0,0.0,4.18,0.0
2026-04-23 12:30:00,summer,12.5,0.25,0.247,0.998,834.1,41.8,1.96,3.528,0.532,0.0,0.0,4.18,0.0
2026-04-23 12:45:00,summer,12.75,0.25,0.203,0.9922,870.5,42.1,2.1,3.67,0.486,0.0,0.0,4.18,0.0
2026-04-23 13:00:00,summer,13.0,0.25,0.244,0.9824,823.0,41.8,2.03,3.49,0.435,0.0,0.0,4.18,0.0
2026-04-23 13:15:00,summer,13.25,0.25,0.226,0.9687,827.4,42.0,1.82,3.49,0.44,0.0,0.0,4.18,0.0
2026-04-23 13:30:00,summer,13.5,0.25,0.271,0.951,770.0,41.8,1.2,3.235,0.436,0.0,0.0,4.18,0.0
2026-04-23 13:45:00,summer,13.75,0.25,0.356,0.9294,674.9,41.6,1.52,2.893,0.427,0.0,0.0,4.18,0.0
2026-04-23 14:00:00,summer,14.0,0.25,0.416,0.9041,602.6,41.7,1.2,2.593,0.451,0.0,0.0,4.18,0.0
2026-04-23 14:15:00,summer,14.25,0.25,0.422,0.8751,576.8,41.7,2.15,2.524,0.483,0.0,0.0,4.18,0.0
2026-04-23 14:30:00,summer,14.5,0.25,0.396,0.8426,576.0,41.8,1.14,2.484,0.531,0.0,0.0,4.18,0.0
2026-04-23 14:45:00,summer,14.75,0.25,0.266,0.8067,649.4,41.6,1.77,2.804,0.62,0.0,0.0,4.18,0.0
2026-04-23 15:00:00,summer,15.0,0.25,0.211,0.7676,654.1,41.8,1.41,2.804,0.714,0.0,0.0,4.18,0.0
2026-04-23 15:15:00,summer,15.25,0.25,0.187,0.7254,630.6,41.3,1.36,2.716,0.786,0.0,0.0,4.18,0.0
2026-04-23 15:30:00,summer,15.5,0.25,0.146,0.6803,612.0,41.5,2.23,2.672,0.895,0.0,0.0,4.18,0.0
2026-04-23 15:45:00,summer,15.75,0.25,0.162,0.6325,555.3,41.1,1.61,2.427,0.999,0.0,0.0,4.18,0.0
2026-04-23 16:00:00,summer,16.0,0.25,0.229,0.5822,472.5,40.8,1.85,2.095,1.121,0.0,0.0,4.18,0.0
2026-04-23 16:15:00,summer,16.25,0.25,0.154,0.5296,457.9,40.5,1.0,2.016,1.248,0.0,0.0,4.18,0.0
2026-04-23 16:30:00,summer,16.5,0.25,0.138,0.475,409.6,40.4,1.13,1.819,1.382,0.0,0.0,4.18,0.0
2026-04-23 16:45:00,summer,16.75,0.25,0.099,0.4186,364.9,39.5,1.19,1.638,1.511,0.0,0.0,4.18,0.0
2026-04-23 17:00:00,summer,17.0,0.25,0.142,0.3606,293.6,39.4,1.98,1.339,1.656,0.317,0.079,4.18,0.331
2026-04-23 17:15:00,summer,17.25,0.25,0.098,0.3012,243.0,38.7,1.82,1.117,1.811,0.694,0.173,4.18,0.725
2026-04-23 17:30:00,summer,17.5,0.25,0.0,0.2408,193.5,38.4,2.38,0.898,1.949,1.051,0.263,4.18,1.098
2026-04-23 17:45:00,summer,17.75,0.25,0.01,0.1796,125.9,38.2,1.69,0.588,2.087,1.499,0.375,4.18,1.566
2026-04-23 18:00:00,summer,18.0,0.25,0.0,0.1178,64.2,37.3,1.55,0.303,2.209,1.906,0.477,4.18,1.992
2026-04-23 18:15:00,summer,18.25,0.25,0.035,0.0557,15.3,36.9,1.6,0.073,2.311,2.238,0.559,4.18,2.339
2026-04-23 18:30:00,summer,18.5,0.25,0.035,0.0,0.0,36.3,2.07,0.0,2.434,2.434,0.609,4.18,2.544
2026-04-23 18:45:00,summer,18.75,0.25,0.035,0.0,0.0,36.4,2.69,0.0,2.522,2.522,0.63,4.18,2.635
2026-04-23 19:00:00,summer,19.0,0.25,0.035,0.0,0.0,35.6,1.69,0.0,2.601,2.601,0.65,4.18,2.718
2026-04-23 19:15:00,summer,19.25,0.25,0.035,0.0,0.0,35.1,1.87,0.0,2.653,2.653,0.663,4.18,2.772
2026-04-23 19:30:00,summer,19.5,0.25,0.035,0.0,0.0,35.1,2.5,0.0,2.668,2.668,0.667,4.18,2.788
2026-04-23 19:45:00,summer,19.75,0.25,0.035,0.0,0.0,34.6,2.58,0.0,2.673,2.673,0.668,4.18,2.793
2026-04-23 20:00:00,summer,20.0,0.25,0.035,0.0,0.0,34.0,1.77,0.0,2.657,2.657,0.664,4.18,2.777
2026-04-23 20:15:00,summer,20.25,0.25,0.035,0.0,0.0,33.3,1.92,0.0,2.61,2.61,0.652,4.18,2.727
2026-04-23 20:30:00,summer,20.5,0.25,0.035,0.0,0.0,32.7,2.35,0.0,2.538,2.538,0.634,4.18,2.652
2026-04-23 20:45:00,summer,20.75,0.25,0.035,0.0,0.0,32.6,2.29,0.0,2.461,2.461,0.615,4.18,2.572
2026-04-23 21:00:00,summer,21.0,0.25,0.035,0.0,0.0,31.9,1.54,0.0,2.36,2.36,0.59,4.18,2.466
2026-04-23 21:15:00,summer,21.25,0.25,0.035,0.0,0.0,31.5,1.58,0.0,2.227,2.227,0.557,4.18,2.327
2026-04-23 21:30:00,summer,21.5,0.25,0.035,0.0,0.0,31.2,2.37,0.0,2.096,2.096,0.524,4.18,2.19
2026-04-23 21:45:00,summer,21.75,0.25,0.035,0.0,0.0,30.4,2.94,0.0,1.987,1.987,0.497,4.18,2.076
2026-04-23 22:00:00,summer,22.0,0.25,0.035,0.0,0.0,30.6,1.98,0.0,1.862,1.862,0.466,2.6,1.21
2026-04-23 22:15:00,summer,22.25,0.25,0.035,0.0,0.0,29.8,1.63,0.0,1.738,1.738,0.434,2.6,1.13
2026-04-23 22:30:00,summer,22.5,0.25,0.035,0.0,0.0,29.7,1.89,0.0,1.584,1.584,0.396,2.6,1.03
2026-04-23 22:45:00,summer,22.75,0.25,0.035,0.0,0.0,29.2,1.43,0.0,1.428,1.428,0.357,2.6,0.928
2026-04-23 23:00:00,summer,23.0,0.25,0.035,0.0,0.0,28.8,1.37,0.0,1.293,1.293,0.323,2.6,0.84
2026-04-23 23:15:00,summer,23.25,0.25,0.035,0.0,0.0,28.2,1.35,0.0,1.188,1.188,0.297,2.6,0.772
2026-04-23 23:30:00,summer,23.5,0.25,0.035,0.0,0.0,28.2,1.83,0.0,1.065,1.065,0.266,2.6,0.692
2026-04-23 23:45:00,summer,23.75,0.25,0.035,0.0,0.0,27.9,1.56,0.0,0.946,0.946,0.236,2.6,0.615
2026-04-24 00:00:00,summer,0.0,0.25,0.035,0.0,0.0,27.4,0.93,0.0,0.748,0.748,0.187,2.6,0.486
2026-04-24 00:15:00,summer,0.25,0.25,0.035,0.0,0.0,27.2,1.32,0.0,0.605,0.605,0.151,2.6,0.393
2026-04-24 00:30:00,summer,0.5,0.25,0.035,0.0,0.0,27.1,1.3,0.0,0.502,0.502,0.126,2.6,0.326
2026-04-24 00:45:00,summer,0.75,0.25,0.035,0.0,0.0,26.6,2.02,0.0,0.416,0.416,0.104,2.6,0.27
2026-04-24 01:00:00,summer,1.0,0.25,0.035,0.0,0.0,26.2,1.7,0.0,0.367,0.367,0.092,2.6,0.239
2026-04-24 01:15:00,summer,1.25,0.25,0.035,0.0,0.0,26.2,1.87,0.0,0.318,0.318,0.08,2.6,0.207
2026-04-24 01:30:00,summer,1.5,0.25,0.035,0.0,0.0,26.2,2.99,0.0,0.276,0.276,0.069,2.6,0.179
2026-04-24 01:45:00,summer,1.75,0.25,0.035,0.0,0.0,26.1,1.7,0.0,0.254,0.254,0.064,2.6,0.165
2026-04-24 02:00:00,summer,2.0,0.25,0.035,0.0,0.0,26.2,2.12,0.0,0.233,0.233,0.058,2.6,0.151
2026-04-24 02:15:00,summer,2.25,0.25,0.035,0.0,0.0,26.2,2.17,0.0,0.232,0.232,0.058,2.6,0.151
2026-04-24 02:30:00,summer,2.5,0.25,0.035,0.0,0.0,26.1,1.59,0.0,0.239,0.239,0.06,2.6,0.155
2026-04-24 02:45:00,summer,2.75,0.25,0.035,0.0,0.0,25.7,1.53,0.0,0.219,0.219,0.055,2.6,0.142
2026-04-24 03:00:00,summer,3.0,0.25,0.035,0.0,0.0,25.8,1.19,0.0,0.221,0.221,0.055,2.6,0.144
2026-04-24 03:15:00,summer,3.25,0.25,0.035,0.0,0.0,25.8,2.28,0.0,0.228,0.228,0.057,2.6,0.148
2026-04-24 03:30:00,summer,3.5,0.25,0.035,0.0,0.0,26.0,2.07,0.0,0.244,0.244,0.061,2.6,0.159
2026-04-24 03:45:00,summer,3.75,0.25,0.035,0.0,0.0,26.4,2.1,0.0,0.25,0.25,0.062,2.6,0.163
2026-04-24 04:00:00,summer,4.0,0.25,0.035,0.0,0.0,26.8,2.2,0.0,0.291,0.291,0.073,2.6,0.189
2026-04-24 04:15:00,summer,4.25,0.25,0.035,0.0,0.0,26.9,2.11,0.0,0.318,0.318,0.08,2.6,0.207
2026-04-24 04:30:00,summer,4.5,0.25,0.035,0.0,0.0,26.9,1.61,0.0,0.372,0.372,0.093,2.6,0.242
2026-04-24 04:45:00,summer,4.75,0.25,0.035,0.0,0.0,27.0,3.07,0.0,0.445,0.445,0.111,2.6,0.289
2026-04-24 05:00:00,summer,5.0,0.25,0.035,0.0,0.0,27.7,1.41,0.0,0.512,0.512,0.128,2.6,0.333
2026-04-24 05:15:00,summer,5.25,0.25,0.035,0.0,0.0,27.7,1.18,0.0,0.565,0.565,0.141,2.6,0.367
2026-04-24 05:30:00,summer,5.5,0.25,0.035,0.0,0.0,28.1,2.12,0.0,0.657,0.657,0.164,2.6,0.427
2026-04-24 05:45:00,summer,5.75,0.25,0.035,0.0,0.0,28.0,1.88,0.0,0.755,0.755,0.189,2.6,0.491
2026-04-24 06:00:00,summer,6.0,0.25,0.035,0.0,0.0,28.7,1.81,0.0,0.834,0.834,0.208,2.6,0.542
2026-04-24 06:15:00,summer,6.25,0.25,0.0,0.0474,11.1,29.7,1.47,0.054,0.944,0.89,0.222,2.6,0.578
2026-04-24 06:30:00,summer,6.5,0.25,0.0,0.1094,56.4,29.0,2.35,0.276,1.044,0.768,0.192,2.6,0.499
2026-04-24 06:45:00,summer,6.75,0.25,0.0,0.1712,117.8,29.9,1.33,0.569,1.159,0.59,0.148,2.6,0.384
2026-04-24 07:00:00,summer,7.0,0.25,0.0,0.2324,184.2,30.9,1.6,0.88,1.253,0.373,0.093,2.6,0.242
2026-04-24 07:15:00,summer,7.25,0.25,0.0,0.2929,251.9,31.9,0.7,1.182,1.34,0.158,0.04,2.6,0.103
2026-04-24 07:30:00,summer,7.5,0.25,0.0,0.3524,319.4,32.0,1.43,1.494,1.415,0.0,0.0,2.6,0.0
2026-04-24 07:45:00,summer,7.75,0.25,0.08,0.4105,362.3,32.4,1.88,1.689,1.489,0.0,0.0,2.6,0.0
2026-04-24 08:00:00,summer,8.0,0.25,0.045,0.4671,435.2,33.3,1.51,1.997,1.545,0.0,0.0,2.6,0.0
2026-04-24 08:15:00,summer,8.25,0.25,0.123,0.522,463.5,33.8,1.16,2.106,1.586,0.0,0.0,2.6,0.0
2026-04-24 08:30:00,summer,8.5,0.25,0.107,0.5748,525.3,34.4,1.58,2.374,1.627,0.0,0.0,2.6,0.0
2026-04-24 08:45:00,summer,8.75,0.25,0.113,0.6254,574.5,34.9,2.11,2.591,1.627,0.0,0.0,2.6,0.0
2026-04-24 09:00:00,summer,9.0,0.25,0.03,0.6735,672.6,36.1,1.8,2.972,1.595,0.0,0.0,4.18,0.0
2026-04-24 09:15:00,summer,9.25,0.25,0.082,0.719,691.3,36.6,1.71,3.036,1.57,0.0,0.0,4.18,0.0
2026-04-24 09:30:00,summer,9.5,0.25,0.058,0.7616,753.2,37.0,1.52,3.265,1.523,0.0,0.0,4.18,0.0
2026-04-24 09:45:00,summer,9.75,0.25,0.101,0.8012,765.8,37.4,0.9,3.263,1.469,0.0,0.0,4.18,0.0
2026-04-24 10:00:00,summer,10.0,0.25,0.067,0.8376,829.1,38.2,2.54,3.603,1.402,0.0,0.0,4.18,0.0
2026-04-24 10:15:00,summer,10.25,0.25,0.088,0.8706,848.9,38.6,2.52,3.673,1.318,0.0,0.0,4.18,0.0
2026-04-24 10:30:00,summer,10.5,0.25,0.114,0.9001,858.8,38.8,1.61,3.648,1.222,0.0,0.0,4.18,0.0
2026-04-24 10:45:00,summer,10.75,0.25,0.111,0.9259,887.9,39.4,1.27,3.716,1.132,0.0,0.0,4.18,0.0
2026-04-24 11:00:00,summer,11.0,0.25,0.119,0.9481,903.5,39.8,2.19,3.842,1.016,0.0,0.0,4.18,0.0
2026-04-24 11:15:00,summer,11.25,0.25,0.083,0.9663,954.9,40.5,1.73,3.984,0.919,0.0,0.0,4.18,0.0
2026-04-24 11:30:00,summer,11.5,0.25,0.013,0.9807,1033.2,41.0,1.69,4.252,0.829,0.0,0.0,4.18,0.0
2026-04-24 11:45:00,summer,11.75,0.25,0.136,0.9911,931.8,40.9,2.12,3.923,0.72,0.0,0.0,4.18,0.0
2026-04-24 12:00:00,summer,12.0,0.25,0.172,0.9975,904.5,41.4,1.67,3.777,0.636,0.0,0.0,4.18,0.0
2026-04-24 12:15:00,summer,12.25,0.25,0.162,0.9998,916.5,41.3,1.36,3.794,0.585,0.0,0.0,4.18,0.0
2026-04-24 12:30:00,summer,12.5,0.25,0.143,0.998,932.3,41.6,2.04,3.906,0.524,0.0,0.0,4.18,0.0
2026-04-24 12:45:00,summer,12.75,0.25,0.086,0.9923,980.0,42.6,2.19,4.075,0.467,0.0,0.0,4.18,0.0
2026-04-24 13:00:00,summer,13.0,0.25,0.083,0.9824,972.2,43.0,1.57,3.982,0.43,0.0,0.0,4.18,0.0
2026-04-24 13:15:00,summer,13.25,0.25,0.046,0.9686,990.4,42.5,2.36,4.129,0.416,0.0,0.0,4.18,0.0
2026-04-24 13:30:00,summer,13.5,0.25,0.076,0.9509,944.7,42.8,1.95,3.922,0.425,0.0,0.0,4.18,0.0
2026-04-24 13:45:00,summer,13.75,0.25,0.004,0.9293,982.3,43.2,1.78,4.035,0.431,0.0,0.0,4.18,0.0
2026-04-24 14:00:00,summer,14.0,0.25,0.006,0.904,951.8,43.1,2.27,3.968,0.471,0.0,0.0,4.18,0.0
2026-04-24 14:15:00,summer,14.25,0.25,0.026,0.875,902.6,42.6,1.17,3.702,0.498,0.0,0.0,4.18,0.0
2026-04-24 14:30:00,summer,14.5,0.25,0.134,0.8425,783.4,42.5,2.13,3.333,0.558,0.0,0.0,4.18,0.0
2026-04-24 14:45:00,summer,14.75,0.25,0.261,0.8066,653.1,42.0,0.85,2.767,0.616,0.0,0.0,4.18,0.0
2026-04-24 15:00:00,summer,15.0,0.25,0.29,0.7675,597.8,41.9,1.92,2.6,0.68,0.0,0.0,4.18,0.0
2026-04-24 15:15:00,summer,15.25,0.25,0.217,0.7253,611.0,41.5,1.51,2.642,0.764,0.0,0.0,4.18,0.0
2026-04-24 15:30:00,summer,15.5,0.25,0.183,0.6802,589.9,41.6,1.21,2.545,0.868,0.0,0.0,4.18,0.0
2026-04-24 15:45:00,summer,15.75,0.25,0.234,0.6324,515.6,41.0,1.69,2.268,0.954,0.0,0.0,4.18,0.0
2026-04-24 16:00:00,summer,16.0,0.25,0.256,0.5822,458.8,41.1,1.87,2.035,1.08,0.0,0.0,4.18,0.0
2026-04-24 16:15:00,summer,16.25,0.25,0.186,0.5296,443.6,40.5,1.59,1.971,1.197,0.0,0.0,4.18,0.0
2026-04-24 16:30:00,summer,16.5,0.25,0.159,0.4751,401.9,40.3,1.77,1.8,1.332,0.0,0.0,4.18,0.0
2026-04-24 16:45:00,summer,16.75,0.25,0.099,0.4187,365.3,40.1,1.76,1.644,1.465,0.0,0.0,4.18,0.0
2026-04-24 17:00:00,summer,17.0,0.25,0.184,0.3607,282.7,39.8,2.35,1.291,1.626,0.335,0.084,4.18,0.35
2026-04-24 17:15:00,summer,17.25,0.25,0.196,0.3014,223.7,38.7,1.11,1.027,1.779,0.752,0.188,4.18,0.786
2026-04-24 17:30:00,summer,17.5,0.25,0.187,0.2411,168.7,38.7,2.43,0.784,1.917,1.133,0.283,4.18,1.184
2026-04-24 17:45:00,summer,17.75,0.25,0.255,0.1799,105.7,37.9,2.71,0.496,2.056,1.56,0.39,4.18,1.63
2026-04-24 18:00:00,summer,18.0,0.25,0.237,0.1182,56.0,37.4,1.19,0.264,2.179,1.915,0.479,4.18,2.001
2026-04-24 18:15:00,summer,18.25,0.25,0.28,0.0562,13.9,36.9,2.73,0.066,2.337,2.271,0.568,4.18,2.373
2026-04-24 18:30:00,summer,18.5,0.25,0.28,0.0,0.0,36.8,0.57,0.0,2.468,2.468,0.617,4.18,2.579
2026-04-24 18:45:00,summer,18.75,0.25,0.28,0.0,0.0,35.9,2.59,0.0,2.55,2.55,0.637,4.18,2.665
2026-04-24 19:00:00,summer,19.0,0.25,0.28,0.0,0.0,35.8,2.21,0.0,2.624,2.624,0.656,4.18,2.742
2026-04-24 19:15:00,summer,19.25,0.25,0.28,0.0,0.0,34.9,1.88,0.0,2.649,2.649,0.662,4.18,2.768
2026-04-24 19:30:00,summer,19.5,0.25,0.28,0.0,0.0,34.5,1.77,0.0,2.69,2.69,0.672,4.18,2.811
2026-04-24 19:45:00,summer,19.75,0.25,0.28,0.0,0.0,34.1,2.76,0.0,2.69,2.69,0.672,4.18,2.811
2026-04-24 20:00:00,summer,20.0,0.25,0.28,0.0,0.0,34.1,1.85,0.0,2.678,2.678,0.669,4.18,2.799
2026-04-24 20:15:00,summer,20.25,0.25,0.28,0.0,0.0,34.0,2.76,0.0,2.639,2.639,0.66,4.18,2.758
2026-04-24 20:30:00,summer,20.5,0.25,0.28,0.0,0.0,32.8,0.59,0.0,2.57,2.57,0.642,4.18,2.686
2026-04-24 20:45:00,summer,20.75,0.25,0.28,0.0,0.0,32.3,2.31,0.0,2.467,2.467,0.617,4.18,2.578
2026-04-24 21:00:00,summer,21.0,0.25,0.28,0.0,0.0,32.3,1.29,0.0,2.378,2.378,0.595,4.18,2.485
2026-04-24 21:15:00,summer,21.25,0.25,0.28,0.0,0.0,32.2,3.18,0.0,2.242,2.242,0.56,4.18,2.343
2026-04-24 21:30:00,summer,21.5,0.25,0.28,0.0,0.0,31.4,1.73,0.0,2.122,2.122,0.53,4.18,2.217
2026-04-24 21:45:00,summer,21.75,0.25,0.28,0.0,0.0,30.4,1.68,0.0,2.001,2.001,0.5,4.18,2.091
2026-04-24 22:00:00,summer,22.0,0.25,0.28,0.0,0.0,30.3,1.71,0.0,1.856,1.856,0.464,2.6,1.206
2026-04-24 22:15:00,summer,22.25,0.25,0.28,0.0,0.0,29.8,1.85,0.0,1.722,1.722,0.43,2.6,1.119
2026-04-24 22:30:00,summer,22.5,0.25,0.28,0.0,0.0,29.6,2.11,0.0,1.59,1.59,0.398,2.6,1.034
2026-04-24 22:45:00,summer,22.75,0.25,0.28,0.0,0.0,29.0,1.72,0.0,1.462,1.462,0.365,2.6,0.95
2026-04-24 23:00:00,summer,23.0,0.25,0.28,0.0,0.0,28.6,1.8,0.0,1.328,1.328,0.332,2.6,0.863
2026-04-24 23:15:00,summer,23.25,0.25,0.28,0.0,0.0,29.1,2.32,0.0,1.183,1.183,0.296,2.6,0.769
2026-04-24 23:30:00,summer,23.5,0.25,0.28,0.0,0.0,28.1,1.06,0.0,1.044,1.044,0.261,2.6,0.679
2026-04-24 23:45:00,summer,23.75,0.25,0.28,0.0,0.0,27.9,2.01,0.0,0.938,0.938,0.234,2.6,0.61
2026-04-25 00:00:00,summer,0.0,0.25,0.28,0.0,0.0,27.5,0.71,0.0,0.741,0.741,0.185,2.6,0.482
2026-04-25 00:15:00,summer,0.25,0.25,0.28,0.0,0.0,27.2,1.59,0.0,0.593,0.593,0.148,2.6,0.385
2026-04-25 00:30:00,summer,0.5,0.25,0.28,0.0,0.0,27.0,2.57,0.0,0.483,0.483,0.121,2.6,0.314
2026-04-25 00:45:00,summer,0.75,0.25,0.28,0.0,0.0,26.5,2.13,0.0,0.4,0.4,0.1,2.6,0.26
2026-04-25 01:00:00,summer,1.0,0.25,0.28,0.0,0.0,26.7,2.62,0.0,0.341,0.341,0.085,2.6,0.222
2026-04-25 01:15:00,summer,1.25,0.25,0.28,0.0,0.0,26.5,0.87,0.0,0.294,0.294,0.073,2.6,0.191
2026-04-25 01:30:00,summer,1.5,0.25,0.28,0.0,0.0,26.4,1.9,0.0,0.281,0.281,0.07,2.6,0.183
2026-04-25 01:45:00,summer,1.75,0.25,0.28,0.0,0.0,25.7,1.64,0.0,0.251,0.251,0.063,2.6,0.163
2026-04-25 02:00:00,summer,2.0,0.25,0.28,0.0,0.0,25.7,2.07,0.0,0.239,0.239,0.06,2.6,0.155
2026-04-25 02:15:00,summer,2.25,0.25,0.28,0.0,0.0,25.6,1.1,0.0,0.224,0.224,0.056,2.6,0.146
2026-04-25 02:30:00,summer,2.5,0.25,0.28,0.0,0.0,25.9,1.54,0.0,0.206,0.206,0.051,2.6,0.134
2026-04-25 02:45:00,summer,2.75,0.25,0.28,0.0,0.0,25.7,2.17,0.0,0.196,0.196,0.049,2.6,0.127
2026-04-25 03:00:00,summer,3.0,0.25,0.28,0.0,0.0,26.1,1.93,0.0,0.211,0.211,0.053,2.6,0.137
2026-04-25 03:15:00,summer,3.25,0.25,0.28,0.0,0.0,26.2,1.1,0.0,0.224,0.224,0.056,2.6,0.146
2026-04-25 03:30:00,summer,3.5,0.25,0.28,0.0,0.0,26.3,1.07,0.0,0.241,0.241,0.06,2.6,0.157
2026-04-25 03:45:00,summer,3.75,0.25,0.28,0.0,0.0,26.2,2.54,0.0,0.26,0.26,0.065,2.6,0.169
2026-04-25 04:00:00,summer,4.0,0.25,0.28,0.0,0.0,26.9,2.11,0.0,0.282,0.282,0.07,2.6,0.183
2026-04-25 04:15:00,summer,4.25,0.25,0.28,0.0,0.0,26.5,2.4,0.0,0.312,0.312,0.078,2.6,0.203
2026-04-25 04:30:00,summer,4.5,0.25,0.28,0.0,0.0,27.2,1.87,0.0,0.365,0.365,0.091,2.6,0.237
2026-04-25 04:45:00,summer,4.75,0.25,0.28,0.0,0.0,27.1,2.48,0.0,0.403,0.403,0.101,2.6,0.262
2026-04-25 05:00:00,summer,5.0,0.25,0.28,0.0,0.0,27.4,2.43,0.0,0.463,0.463,0.116,2.6,0.301
2026-04-25 05:15:00,summer,5.25,0.25,0.28,0.0,0.0,27.7,2.24,0.0,0.557,0.557,0.139,2.6,0.362
2026-04-25 05:30:00,summer,5.5,0.25,0.28,0.0,0.0,28.0,1.48,0.0,0.632,0.632,0.158,2.6,0.411
2026-04-25 05:45:00,summer,5.75,0.25,0.28,0.0,0.0,28.5,1.07,0.0,0.718,0.718,0.179,2.6,0.467
2026-04-25 06:00:00,summer,6.0,0.25,0.28,0.0,0.0,28.6,1.89,0.0,0.798,0.798,0.2,2.6,0.519
2026-04-25 06:15:00,summer,6.25,0.25,0.163,0.0495,11.6,28.9,1.54,0.057,0.888,0.831,0.208,2.6,0.54
2026-04-25 06:30:00,summer,6.5,0.25,0.161,0.1115,53.5,29.7,1.64,0.261,0.986,0.725,0.181,2.6,0.471
2026-04-25 06:45:00,summer,6.75,0.25,0.231,0.1732,102.1,30.6,1.72,0.493,1.11,0.617,0.154,2.6,0.401
2026-04-25 07:00:00,summer,7.0,0.25,0.235,0.2343,155.4,30.4,1.45,0.746,1.233,0.487,0.122,2.6,0.317
2026-04-25 07:15:00,summer,7.25,0.25,0.129,0.2947,230.4,31.4,2.37,1.097,1.33,0.233,0.058,2.6,0.151
2026-04-25 07:30:00,summer,7.5,0.25,0.065,0.3541,305.9,32.0,1.9,1.437,1.414,0.0,0.0,2.6,0.0
2026-04-25 07:45:00,summer,7.75,0.25,0.009,0.4121,385.2,32.6,2.09,1.792,1.496,0.0,0.0,2.6,0.0
2026-04-25 08:00:00,summer,8.0,0.25,0.005,0.4686,451.0,33.3,1.59,2.067,1.563,0.0,0.0,2.6,0.0
2026-04-25 08:15:00,summer,8.25,0.25,0.055,0.5234,493.3,34.2,1.72,2.244,1.604,0.0,0.0,2.6,0.0
2026-04-25 08:30:00,summer,8.5,0.25,0.044,0.5761,556.3,34.9,2.36,2.521,1.595,0.0,0.0,2.6,0.0
2026-04-25 08:45:00,summer,8.75,0.25,0.118,0.6266,573.1,35.4,2.07,2.579,1.621,0.0,0.0,2.6,0.0
